订单ID,日期,年,月,日,季度,商品类别,子类别,商品名称,单价,数量,折扣率,总价,顾客ID,顾客姓名,省份,城市,地址,店铺,评分,支付方式,配送时间(天)
ORD-20231113-04480,2023-11-13,2023,11,13,4,服装,内衣,保暖内衣,1404.11,1,1.0,1404.11,CUST-37822,胡凤兰,浙江省,宁波市,福建省柳市门头沟北京路E座 550376,新格林耐特传媒有限公司电商店铺,3,微信支付,10
ORD-20240805-04481,2024-08-05,2024,8,5,3,母婴,常规,母婴商品26,479.4,1,1.0,479.4,CUST-14001,林林,浙江省,杭州市,江西省北京县大东柳州路h座 650683,黄石金承科技有限公司电商店铺,5,微信支付,7
ORD-20231002-04482,2023-10-02,2023,10,2,4,美妆,常规,美妆商品16,1574.58,2,1.0,3149.16,CUST-27472,胡桂珍,江苏省,苏州市,河北省斌县金平龚街A座 104151,鑫博腾飞信息有限公司电商店铺,5,信用卡,6
ORD-20240208-04483,2024-02-08,2024,2,8,1,家居,厨具,刀具,1319.91,2,1.0,2639.82,CUST-18777,李东,湖南省,株洲市,辽宁省马鞍山市花溪通辽街e座 688514,中建创业信息有限公司电商店铺,3,银联,7
ORD-20240817-04484,2024-08-17,2024,8,17,3,图书,常规,图书商品63,454.52,1,1.0,454.52,CUST-21087,苏晶,浙江省,杭州市,天津市婷婷市和平徐街G座 342051,同兴万点网络有限公司电商店铺,3,支付宝,10
ORD-20240727-04485,2024-07-27,2024,7,27,3,珠宝,常规,珠宝商品20,520.32,2,1.0,1040.64,CUST-62233,程瑞,上海市,黄浦区,北京市龙县高坪深圳街P座 121402,晖来计算机传媒有限公司电商店铺,3,微信支付,1
ORD-20231112-04486,2023-11-12,2023,11,12,4,运动,常规,运动商品67,1971.61,1,0.81,1597.0,CUST-74143,王华,江苏省,无锡市,香港特别行政区澳门县南长乔路q座 272954,戴硕电子科技有限公司电商店铺,3,信用卡,6
ORD-20230623-04487,2023-06-23,2023,6,23,2,服装,裤子,休闲裤,798.58,1,1.0,798.58,CUST-10732,路凤英,上海市,徐汇区,河北省济南县黄浦赵路V座 604386,戴硕电子科技有限公司电商店铺,5,货到付款,3
ORD-20220927-04488,2022-09-27,2022,9,27,3,珠宝,常规,珠宝商品65,420.23,3,1.0,1260.69,CUST-28951,赵玉兰,上海市,静安区,宁夏回族自治区辽阳市兴山淮安路p座 695656,新格林耐特科技有限公司电商店铺,5,支付宝,4
ORD-20241119-04489,2024-11-19,2024,11,19,4,运动,常规,运动商品3,1002.54,2,1.0,2005.08,CUST-35409,赵秀英,北京市,西城区,天津市南京县金平张路A座 751464,数字100信息有限公司电商店铺,4,银联,6
ORD-20220910-04490,2022-09-10,2022,9,10,3,家居,灯具,落地灯,4136.54,1,1.0,4136.54,CUST-98334,苏桂珍,广东省,珠海市,广西壮族自治区哈尔滨县江北乌鲁木齐路w座 769662,联通时科信息有限公司电商店铺,4,信用卡,10
ORD-20230511-04491,2023-05-11,2023,5,11,2,服装,连衣裙,雪纺连衣裙,1308.47,2,0.83,2172.06,CUST-35717,殷荣,浙江省,湖州市,北京市昆明市龙潭吴路M座 553606,通际名联传媒有限公司电商店铺,5,银联,7
ORD-20220715-04492,2022-07-15,2022,7,15,3,家居,灯具,吊灯,4961.31,2,1.0,9922.62,CUST-89449,萧欢,四川省,德阳市,宁夏回族自治区璐县高港哈尔滨街n座 398977,同兴万点网络有限公司电商店铺,4,支付宝,10
ORD-20231110-04493,2023-11-10,2023,11,10,4,运动,常规,运动商品15,681.69,3,0.82,1676.96,CUST-71858,伏辉,湖北省,襄阳市,内蒙古自治区秀珍市东城朱街p座 361906,恒聪百汇信息有限公司电商店铺,4,银联,2
ORD-20220821-04494,2022-08-21,2022,8,21,3,家居,灯具,台灯,3170.49,2,1.0,6340.98,CUST-78113,石洋,上海市,浦东新区,陕西省龙市房山西安路p座 359261,晖来计算机传媒有限公司电商店铺,4,银联,3
ORD-20230604-04495,2023-06-04,2023,6,4,2,母婴,常规,母婴商品80,812.72,2,1.0,1625.44,CUST-56883,刘飞,浙江省,温州市,天津市志强市房山西安路A座 192642,襄樊地球村科技有限公司电商店铺,4,银联,9
ORD-20231119-04496,2023-11-19,2023,11,19,4,珠宝,常规,珠宝商品66,1714.49,1,1.0,1714.49,CUST-92858,李宇,北京市,西城区,山东省欢市徐汇宜都街m座 187134,新格林耐特传媒有限公司电商店铺,3,货到付款,8
ORD-20241120-04497,2024-11-20,2024,11,20,4,玩具,常规,玩具商品70,1921.0,1,1.0,1921.0,CUST-47824,郑琴,湖南省,岳阳市,山西省太原县六枝特张家港路S座 200744,中建创业信息有限公司电商店铺,4,信用卡,10
ORD-20220313-04498,2022-03-13,2022,3,13,1,珠宝,常规,珠宝商品82,744.26,1,1.0,744.26,CUST-55269,张彬,广东省,广州市,湖北省凯市怀柔李路Q座 915440,新格林耐特传媒有限公司电商店铺,4,微信支付,1
ORD-20241014-04499,2024-10-14,2024,10,14,4,母婴,常规,母婴商品64,404.11,1,1.0,404.11,CUST-75924,刘龙,上海市,徐汇区,甘肃省梧州市怀柔梁街J座 710695,趋势信息有限公司电商店铺,3,信用卡,8
ORD-20240708-04500,2024-07-08,2024,7,8,3,电子产品,相机,尼康Z9,5861.43,2,1.0,11722.86,CUST-56323,杨宇,江苏省,扬州市,陕西省彬县东城潜江路S座 281306,中建创业信息有限公司电商店铺,4,微信支付,3
ORD-20240205-04501,2024-02-05,2024,2,5,1,食品,常规,食品商品32,297.01,2,1.0,594.02,CUST-83479,李秀梅,湖北省,襄阳市,湖南省南昌市门头沟长春路W座 299453,同兴万点网络有限公司电商店铺,4,微信支付,3
ORD-20220719-04502,2022-07-19,2022,7,19,3,家居,家具,沙发,3729.74,1,1.0,3729.74,CUST-52736,王建军,浙江省,温州市,浙江省秀荣县西夏李街C座 818798,中建创业信息有限公司电商店铺,5,银联,1
ORD-20221026-04503,2022-10-26,2022,10,26,4,美妆,常规,美妆商品97,827.12,1,0.87,719.59,CUST-19246,李红霞,河南省,许昌市,青海省彬市清城永安街y座 740892,艾提科信网络有限公司电商店铺,5,微信支付,8
ORD-20240919-04504,2024-09-19,2024,9,19,3,珠宝,常规,珠宝商品96,989.66,1,0.85,841.21,CUST-92671,张莹,四川省,成都市,河南省成县花溪邓路a座 503315,信诚致远科技有限公司电商店铺,4,信用卡,3
ORD-20220427-04505,2022-04-27,2022,4,27,2,美妆,常规,美妆商品6,501.8,1,0.87,436.57,CUST-49106,刘杨,北京市,东城区,上海市宜都县永川陈街T座 551404,中建创业信息有限公司电商店铺,2,信用卡,4
ORD-20230928-04506,2023-09-28,2023,9,28,3,食品,常规,食品商品52,157.31,2,1.0,314.62,CUST-14277,金文,上海市,静安区,陕西省呼和浩特县闵行南昌街z座 756212,同兴万点信息有限公司电商店铺,5,信用卡,9
ORD-20240520-04507,2024-05-20,2024,5,20,2,运动,常规,运动商品59,888.49,1,1.0,888.49,CUST-62347,张凯,湖南省,岳阳市,广东省海口市孝南哈尔滨路c座 271169,同兴万点网络有限公司电商店铺,4,微信支付,3
ORD-20220313-04508,2022-03-13,2022,3,13,1,珠宝,常规,珠宝商品37,1055.38,2,0.83,1751.93,CUST-56487,颜萍,江苏省,南京市,青海省俊县黄浦太原路h座 447575,精芯科技有限公司电商店铺,5,支付宝,9
ORD-20240824-04509,2024-08-24,2024,8,24,3,电子产品,手机,华为P60,4113.85,5,1.0,20569.25,CUST-71553,方静,北京市,海淀区,山西省鑫市兴山胡路C座 828289,艾提科信信息有限公司电商店铺,5,货到付款,3
ORD-20230630-04510,2023-06-30,2023,6,30,2,运动,常规,运动商品60,1085.56,1,0.78,846.74,CUST-60871,胡洁,浙江省,宁波市,河北省南京县城东王街z座 144846,同兴万点网络有限公司电商店铺,5,货到付款,3
ORD-20230502-04511,2023-05-02,2023,5,2,2,家居,床上用品,被子,3132.43,1,1.0,3132.43,CUST-66604,蔡淑珍,浙江省,嘉兴市,云南省雷市清浦通辽街I座 971127,时空盒数字信息有限公司电商店铺,5,微信支付,4
ORD-20241004-04512,2024-10-04,2024,10,4,4,家居,床上用品,毛毯,3575.43,1,0.74,2645.82,CUST-21369,吴岩,江苏省,苏州市,云南省南昌市沙湾杨路D座 100712,数字100信息有限公司电商店铺,4,货到付款,5
ORD-20240407-04513,2024-04-07,2024,4,7,2,电子产品,相机,富士X-T4,6090.65,2,1.0,12181.3,CUST-68694,刘雷,浙江省,温州市,吉林省辽阳县房山杭州街I座 136819,创亿网络有限公司电商店铺,4,货到付款,3
ORD-20240223-04514,2024-02-23,2024,2,23,1,服装,连衣裙,长裙,234.8,2,0.76,356.9,CUST-78463,秦琳,上海市,静安区,河南省欣市沈北新武汉路S座 270091,彩虹传媒有限公司电商店铺,3,银联,8
ORD-20240611-04515,2024-06-11,2024,6,11,2,美妆,常规,美妆商品8,608.69,1,0.61,371.3,CUST-47830,赵玉梅,广东省,东莞市,西藏自治区玉英县大兴但路y座 828396,毕博诚科技有限公司电商店铺,4,信用卡,1
ORD-20230610-04516,2023-06-10,2023,6,10,2,食品,常规,食品商品4,1759.76,2,0.51,1794.96,CUST-30998,童瑜,浙江省,嘉兴市,海南省勇县沙湾西安路f座 429382,双敏电子传媒有限公司电商店铺,5,微信支付,10
ORD-20240911-04517,2024-09-11,2024,9,11,3,玩具,常规,玩具商品27,935.17,4,1.0,3740.68,CUST-59785,陈鑫,湖南省,株洲市,河南省秀芳市六枝特武汉街B座 771555,四通传媒有限公司电商店铺,4,微信支付,5
ORD-20230611-04518,2023-06-11,2023,6,11,2,家居,装饰品,抱枕,1580.12,1,1.0,1580.12,CUST-33090,王海燕,湖北省,荆州市,云南省雪市六枝特阜新路n座 147483,易动力传媒有限公司电商店铺,3,支付宝,3
ORD-20241030-04519,2024-10-30,2024,10,30,4,家居,装饰品,挂画,822.53,1,1.0,822.53,CUST-86444,郑秀华,湖南省,岳阳市,西藏自治区邯郸县长寿李街k座 288458,天开网络有限公司电商店铺,4,银联,9
ORD-20220531-04520,2022-05-31,2022,5,31,2,珠宝,常规,珠宝商品40,1392.19,3,0.88,3675.38,CUST-25961,袁博,广东省,东莞市,新疆维吾尔自治区乌鲁木齐市华龙大冶路G座 635513,巨奥传媒有限公司电商店铺,4,支付宝,5
ORD-20220317-04521,2022-03-17,2022,3,17,1,玩具,常规,玩具商品55,954.96,2,1.0,1909.92,CUST-28769,张琴,四川省,宜宾市,江西省浩县兴山深圳路e座 353885,双敏电子传媒有限公司电商店铺,4,支付宝,1
ORD-20240215-04522,2024-02-15,2024,2,15,1,家居,床上用品,床垫,398.93,4,1.0,1595.72,CUST-55536,何春梅,河南省,许昌市,新疆维吾尔自治区梧州县西峰梁街K座 395642,济南亿次元传媒有限公司电商店铺,5,货到付款,7
ORD-20231012-04523,2023-10-12,2023,10,12,4,服装,裤子,牛仔裤,705.76,2,0.9,1270.37,CUST-75840,李桂兰,北京市,西城区,内蒙古自治区东市清浦惠州街G座 596236,创亿网络有限公司电商店铺,3,信用卡,8
ORD-20220116-04524,2022-01-16,2022,1,16,1,服装,连衣裙,长裙,781.89,3,0.7,1641.97,CUST-29786,吴俊,江苏省,苏州市,广西壮族自治区璐县清城六安路j座 763360,创联世纪网络有限公司电商店铺,3,货到付款,2
ORD-20230303-04525,2023-03-03,2023,3,3,1,母婴,常规,母婴商品70,1193.94,1,1.0,1193.94,CUST-28035,王淑华,江苏省,无锡市,湖北省燕市六枝特汕尾街Y座 608169,银嘉信息有限公司电商店铺,5,支付宝,3
ORD-20220209-04526,2022-02-09,2022,2,9,1,美妆,常规,美妆商品47,1099.0,2,1.0,2198.0,CUST-64472,左秀芳,江苏省,扬州市,浙江省宜都县白云沈阳路R座 820638,巨奥传媒有限公司电商店铺,5,支付宝,7
ORD-20240414-04527,2024-04-14,2024,4,14,2,电子产品,相机,松下GH6,5378.35,4,1.0,21513.4,CUST-84549,孙健,广东省,佛山市,安徽省合山市淄川杨路s座 941574,新格林耐特科技有限公司电商店铺,5,货到付款,2
ORD-20231121-04528,2023-11-21,2023,11,21,4,玩具,常规,玩具商品81,1032.53,2,0.94,1941.16,CUST-74109,胡海燕,北京市,海淀区,山西省玉兰县魏都永安街p座 548716,超艺网络有限公司电商店铺,3,信用卡,7
ORD-20220330-04529,2022-03-30,2022,3,30,1,家居,灯具,智能灯,3345.82,1,1.0,3345.82,CUST-78768,杨莹,上海市,徐汇区,辽宁省长春县安次嘉禾路S座 279658,恒聪百汇信息有限公司电商店铺,4,银联,7
ORD-20220713-04530,2022-07-13,2022,7,13,3,母婴,常规,母婴商品71,238.57,1,1.0,238.57,CUST-57951,郑秀荣,浙江省,湖州市,山西省西安县上街佛山路E座 884707,襄樊地球村科技有限公司电商店铺,3,支付宝,2
ORD-20231010-04531,2023-10-10,2023,10,10,4,食品,常规,食品商品72,456.43,1,1.0,456.43,CUST-60937,丁华,浙江省,温州市,河南省齐齐哈尔市普陀谢路U座 410744,精芯科技有限公司电商店铺,3,银联,4
ORD-20220418-04532,2022-04-18,2022,4,18,2,食品,常规,食品商品38,1293.07,1,1.0,1293.07,CUST-71036,张雷,湖北省,襄阳市,吉林省涛市合川马鞍山路j座 459605,同兴万点网络有限公司电商店铺,5,支付宝,2
ORD-20231105-04533,2023-11-05,2023,11,5,4,图书,常规,图书商品52,1133.29,1,0.8,906.63,CUST-10439,金晨,湖南省,衡阳市,香港特别行政区凤英县璧山郭路j座 334267,中建创业信息有限公司电商店铺,5,货到付款,8
ORD-20240526-04534,2024-05-26,2024,5,26,2,运动,常规,运动商品4,1529.6,2,1.0,3059.2,CUST-19979,张俊,山东省,临沂市,上海市永安县萧山北京街X座 240140,兰金电子传媒有限公司电商店铺,5,支付宝,5
ORD-20240822-04535,2024-08-22,2024,8,22,3,食品,常规,食品商品3,915.9,2,1.0,1831.8,CUST-13733,李晶,广东省,东莞市,浙江省沈阳县沈北新苏路Y座 535809,同兴万点信息有限公司电商店铺,4,微信支付,8
ORD-20230219-04536,2023-02-19,2023,2,19,1,电子产品,手机,vivo X90,9027.9,1,1.0,9027.9,CUST-86635,陆冬梅,浙江省,嘉兴市,黑龙江省凯市东丽王路C座 490646,维涛网络有限公司电商店铺,4,银联,7
ORD-20231006-04537,2023-10-06,2023,10,6,4,玩具,常规,玩具商品75,1823.25,2,1.0,3646.5,CUST-44918,喻凯,江苏省,扬州市,河南省西安市合川张街n座 557179,华远软件传媒有限公司电商店铺,5,微信支付,9
ORD-20220216-04538,2022-02-16,2022,2,16,1,运动,常规,运动商品67,561.78,1,1.0,561.78,CUST-59002,赵晶,山东省,临沂市,江苏省长沙县魏都唐街v座 322665,巨奥传媒有限公司电商店铺,5,信用卡,4
ORD-20220515-04539,2022-05-15,2022,5,15,2,图书,常规,图书商品82,859.79,1,1.0,859.79,CUST-88069,邹玉兰,山东省,青岛市,福建省长沙市金平澳门路B座 141322,兰金电子科技有限公司电商店铺,2,微信支付,4
ORD-20221127-04540,2022-11-27,2022,11,27,4,母婴,常规,母婴商品52,446.92,1,1.0,446.92,CUST-61680,王娟,湖南省,湘潭市,海南省兰英市江北齐齐哈尔街U座 292922,同兴万点网络有限公司电商店铺,4,货到付款,8
ORD-20240316-04541,2024-03-16,2024,3,16,1,玩具,常规,玩具商品60,1365.98,2,1.0,2731.96,CUST-86457,张秀珍,河南省,开封市,新疆维吾尔自治区秀兰市普陀通辽街G座 983461,四通传媒有限公司电商店铺,4,支付宝,10
ORD-20240604-04542,2024-06-04,2024,6,4,2,服装,内衣,保暖内衣,1814.52,1,1.0,1814.52,CUST-92671,黄娟,四川省,成都市,河南省建县魏都兰州路J座 187970,艾提科信网络有限公司电商店铺,5,微信支付,5
ORD-20230727-04543,2023-07-27,2023,7,27,3,电子产品,音响,Bose SoundLink,1947.46,1,0.73,1421.65,CUST-60181,蒋颖,广东省,东莞市,安徽省深圳县普陀太原路r座 407682,恒聪百汇信息有限公司电商店铺,5,货到付款,4
ORD-20230316-04544,2023-03-16,2023,3,16,1,家居,厨具,餐具,4614.52,1,1.0,4614.52,CUST-36142,曾桂兰,上海市,虹口区,青海省欢市锡山齐齐哈尔街s座 348413,凌云网络有限公司电商店铺,5,微信支付,7
ORD-20241021-04545,2024-10-21,2024,10,21,4,服装,裤子,牛仔裤,137.13,3,1.0,411.39,CUST-90629,许鑫,山东省,青岛市,福建省六盘水县璧山仲路P座 570163,华远软件传媒有限公司电商店铺,5,信用卡,1
ORD-20220530-04546,2022-05-30,2022,5,30,2,家居,灯具,智能灯,1080.62,1,1.0,1080.62,CUST-86942,阎秀云,浙江省,温州市,河北省太原市闵行张路b座 421527,银嘉信息有限公司电商店铺,5,支付宝,7
ORD-20240316-04547,2024-03-16,2024,3,16,1,图书,常规,图书商品22,1106.33,2,1.0,2212.66,CUST-16563,高畅,北京市,东城区,陕西省婷县徐汇黄路r座 320798,毕博诚科技有限公司电商店铺,4,货到付款,7
ORD-20241229-04548,2024-12-29,2024,12,29,4,图书,常规,图书商品80,381.04,2,0.73,556.32,CUST-16848,薛超,北京市,西城区,辽宁省哈尔滨县秀英香港街Y座 163496,巨奥传媒有限公司电商店铺,5,信用卡,8
ORD-20230919-04549,2023-09-19,2023,9,19,3,服装,鞋子,皮鞋,314.28,3,0.83,782.56,CUST-10328,王玉英,江苏省,无锡市,广东省成都市清城辽阳路J座 116153,华远软件信息有限公司电商店铺,3,货到付款,8
ORD-20221221-04550,2022-12-21,2022,12,21,4,服装,连衣裙,雪纺连衣裙,597.13,4,1.0,2388.52,CUST-64756,王瑞,湖北省,荆州市,浙江省荣县白云西宁街U座 437170,天开网络有限公司电商店铺,4,货到付款,7
ORD-20221018-04551,2022-10-18,2022,10,18,4,服装,上衣,卫衣,992.65,1,0.71,704.78,CUST-61062,陈强,四川省,宜宾市,内蒙古自治区济南县金平吴街R座 304385,趋势信息有限公司电商店铺,5,银联,10
ORD-20220105-04552,2022-01-05,2022,1,5,1,服装,连衣裙,夏季碎花裙,748.03,1,1.0,748.03,CUST-23339,宋燕,江苏省,常州市,浙江省潮州市大东潜江街m座 431109,凌云网络有限公司电商店铺,4,微信支付,1
ORD-20240210-04553,2024-02-10,2024,2,10,1,服装,内衣,文胸,321.78,4,0.71,913.86,CUST-57645,何健,北京市,丰台区,四川省玉梅县友好张街l座 868929,创联世纪网络有限公司电商店铺,5,银联,8
ORD-20230202-04554,2023-02-02,2023,2,2,1,美妆,常规,美妆商品68,1103.22,1,1.0,1103.22,CUST-61973,鞠莹,北京市,丰台区,台湾省太原县黄浦常街D座 401794,华远软件信息有限公司电商店铺,4,支付宝,8
ORD-20230912-04555,2023-09-12,2023,9,12,3,食品,常规,食品商品40,637.08,2,1.0,1274.16,CUST-97900,解芳,山东省,烟台市,台湾省通辽市徐汇银川街G座 183512,创联世纪网络有限公司电商店铺,4,货到付款,7
ORD-20220629-04556,2022-06-29,2022,6,29,2,食品,常规,食品商品22,1975.96,2,0.93,3675.29,CUST-91337,向晨,四川省,成都市,甘肃省邯郸县南长济南路L座 179396,超艺网络有限公司电商店铺,5,支付宝,1
ORD-20230202-04557,2023-02-02,2023,2,2,1,家居,家具,衣柜,1718.19,2,1.0,3436.38,CUST-10601,杜建军,湖北省,荆州市,上海市潮州县南湖张街M座 261425,华远软件信息有限公司电商店铺,4,支付宝,6
ORD-20220605-04558,2022-06-05,2022,6,5,2,服装,外套,夹克,1697.76,4,1.0,6791.04,CUST-99067,蔡秀梅,北京市,丰台区,贵州省楠县安次兰州街p座 446609,创亿网络有限公司电商店铺,3,支付宝,7
ORD-20240820-04559,2024-08-20,2024,8,20,3,家居,灯具,吊灯,3015.69,9,0.77,20898.73,CUST-14339,岳亮,上海市,虹口区,重庆市辽阳县锡山黄街h座 503214,维涛网络有限公司电商店铺,5,微信支付,8
ORD-20230411-04560,2023-04-11,2023,4,11,2,服装,上衣,夏季短袖,905.1,2,1.0,1810.2,CUST-63887,杨红,山东省,青岛市,天津市慧市山亭呼和浩特路H座 641214,立信电子信息有限公司电商店铺,3,信用卡,6
